code,date,tas,pre,etp,qmmobs,qhmobs
3005,198507,20.8492259979248,26.1164817810059,143.148834228516,16.4662632748324,28.2952
3005,198508,19.0969295501709,3.07083964347839,122.318061828613,12.6809408138682,21.7906
3005,198509,17.1300773620605,8.63156414031982,87.8975143432617,11.0491657346098,18.9866
3005,198510,11.0526523590088,9.48302268981934,49.919246673584,11.8535307540645,20.3688
3005,198511,4.18771934509277,46.6561546325684,19.7880191802979,11.3444448627181,19.494
3005,198512,2.36429333686829,76.9284896850586,15.666597366333,11.7459872324358,20.184
3005,198601,1.04973804950714,46.4564170837402,14.9873065948486,17.5177223380292,30.102
3005,198602,0.246963754296303,97.6841201782227,19.3078670501709,50.838173733569,87.359
3005,198603,4.3363733291626,40.0759735107422,40.5045738220215,44.0768985620801,75.7406
3005,198604,4.04569149017334,92.004280090332,48.9724273681641,36.6217116200821,62.9298
3005,198605,13.1851043701172,40.2842025756836,96.9736404418945,32.3452271880429,55.5812
3005,198606,16.3046245574951,44.9641265869141,118.157867431641,18.6392476350144,32.0292
3005,198607,19.6176280975342,18.315845489502,143.748199462891,13.5163817210662,23.2262
3005,198608,18.8755798339844,10.7578563690186,117.694511413574,8.56134887875059,14.7116
3005,198609,15.9635000228882,82.5707855224609,70.4950866699219,10.9746767152999,18.8586
3005,198610,10.4379043579102,63.7515525817871,40.345142364502,11.6900040788606,20.0878
3005,198611,4.44154405593872,35.8309288024902,22.9399318695068,9.85699225837282,16.938
3005,198612,1.22192597389221,32.3490104675293,15.144775390625,10.0187730971866,17.216
3005,198701,0.196029275655746,107.963439941406,15.0306081771851,21.9213036592659,37.669
3005,198702,1.64746594429016,56.6898994445801,22.0043983459473,39.7771363115066,68.352
3005,198703,5.48874759674072,7.82973098754883,44.8070983886719,29.6184635249285,50.8956
3005,198704,9.20671463012695,71.6046981811523,68.2744369506836,48.1686735040491,82.7718
3005,198705,11.0559530258179,45.2944145202637,92.0994415283203,22.5307169484953,38.7162
3005,198706,16.1686840057373,15.8305082321167,117.65665435791,15.7551259186078,27.0732
3005,198707,18.5578746795654,76.7946090698242,124.194702148438,14.4050124436152,24.7532
3005,198708,20.5635242462158,4.19561100006104,120.308227539062,11.3255898297053,19.4616
3005,198709,17.8315696716309,19.5311508178711,85.7175903320312,8.64980458918115,14.8636
3005,198710,9.58125686645508,130.77326965332,35.8697471618652,13.0337161537563,22.3968
3005,198711,4.22510099411011,44.4862861633301,19.8927669525146,13.1560410901543,22.607
3005,198712,3.74323630332947,81.6406021118164,15.7241144180298,30.865805431092,53.039
3005,198801,2.78617858886719,97.2819747924805,13.3528890609741,40.2944858284327,69.241
3005,198802,1.99706077575684,19.5569477081299,24.7034721374512,42.3417699685292,72.759
3005,198803,5.14096212387085,6.51625299453735,46.6098709106445,20.884044065375,35.8866
3005,198804,7.21939611434937,133.095321655273,58.4466171264648,33.279598824012,57.1868
3005,198805,10.1459665298462,96.2641677856445,77.4938049316406,55.5567039395755,95.4672
3005,198806,13.1168260574341,190.257232666016,90.2510986328125,63.4694164048663,109.0642
3005,198807,19.3560943603516,7.7073335647583,138.879837036133,49.541715630298,85.1312
3005,198808,19.9901275634766,5.67226123809814,123.101036071777,22.5472441996547,38.7446
3005,198809,15.6069345474243,12.5242881774902,82.2241744995117,16.5246905993536,28.3956
3005,198810,11.094202041626,53.7655982971191,48.2568359375,15.2468547509102,26.1998
3005,198811,5.5057692527771,43.8189849853516,24.9919681549072,13.103665998452,22.517
3005,198812,1.52329754829407,6.70982122421265,17.9840393066406,12.874961431352,22.124
3005,198901,1.36166155338287,10.9006795883179,19.704568862915,11.7238733048281,20.146
3005,198902,2.72435617446899,72.2639007568359,27.8149433135986,11.9578153810984,20.548
3005,198903,6.84305334091187,48.6348915100098,50.2356071472168,20.2974430383093,34.8786
3005,198904,5.8578839302063,99.2328033447266,53.8822593688965,32.6982353061164,56.1878
3005,198905,12.4781770706177,120.883605957031,91.4218215942383,31.0271207135351,53.3162
3005,198906,16.2054882049561,48.1471519470215,110.781105041504,42.7346995453891,73.4342
3005,198907,21.1531162261963,30.9941940307617,151.178497314453,16.7025331329561,28.7012
3005,198908,20.7513771057129,16.3147163391113,121.322303771973,11.2167660280572,19.2746
3005,198909,14.0417652130127,29.2269802093506,68.7217102050781,12.2625220257131,21.0716
3005,198910,10.8925094604492,14.7088489532471,47.7128715515137,10.8496748297704,18.6438
3005,198911,7.15916967391968,90.0395889282227,20.9609279632568,12.501934389339,21.483
3005,198912,5.13686323165894,120.646171569824,13.9262762069702,42.7369109381499,73.438
3005,199001,2.02287721633911,39.9603004455566,16.742862701416,27.4043938150333,47.091
3005,199002,6.14646625518799,5.47031021118164,34.7320137023926,24.1844895662686,41.558
3005,199003,5.16017866134644,14.752480506897,44.6540985107422,17.7712177818683,30.5376
3005,199004,5.84244680404663,40.9376373291016,56.078857421875,15.6856416302828,26.9538
3005,199005,12.555027961731,20.8936138153076,95.114631652832,12.5363855607698,21.5422
